CustomerID,Recency,Frequency,Monetary,Cluster,Cluster Name
13803.0,-119,1,277.07,1,Clients Fidèles
13804.0,-344,7,2635.79,3,Clients Potentiels
13805.0,-322,2,924.6,3,Clients Potentiels
13806.0,-311,1,256.38,3,Clients Potentiels
13807.0,-7,1,112.6,1,Clients Fidèles
13808.0,-369,5,1747.66,3,Clients Potentiels
13809.0,-69,1,155.05,1,Clients Fidèles
13810.0,-346,3,1499.01,3,Clients Potentiels
13811.0,-191,3,814.5,1,Clients Fidèles
13812.0,-332,3,539.0,3,Clients Potentiels
13813.0,-335,4,1366.8600000000001,3,Clients Potentiels
13814.0,-282,2,1579.12,3,Clients Potentiels
13815.0,-352,4,4027.36,3,Clients Potentiels
13816.0,-351,2,571.6700000000001,3,Clients Potentiels
13817.0,-345,2,382.98,3,Clients Potentiels
13819.0,-73,3,1140.35,1,Clients Fidèles
13821.0,-230,2,385.64,3,Clients Potentiels
13822.0,-369,2,632.0,3,Clients Potentiels
13823.0,-356,2,957.66,3,Clients Potentiels
13824.0,-342,5,1698.94,3,Clients Potentiels
13826.0,-198,1,189.5,1,Clients Fidèles
13827.0,-317,3,412.05,3,Clients Potentiels
13828.0,-352,1,209.49,3,Clients Potentiels
13831.0,-358,6,2202.99,3,Clients Potentiels
13832.0,-355,1,52.199999999999996,3,Clients Potentiels
13833.0,-215,1,384.8,1,Clients Fidèles
13835.0,-349,4,834.57,3,Clients Potentiels
13837.0,-163,2,271.24,1,Clients Fidèles
13838.0,-369,4,691.73,3,Clients Potentiels
13841.0,-122,1,85.0,1,Clients Fidèles
13842.0,-316,9,3385.62,3,Clients Potentiels
13844.0,-363,1,361.62,3,Clients Potentiels
13845.0,-310,1,312.98,3,Clients Potentiels
13846.0,-350,3,865.0600000000001,3,Clients Potentiels
13848.0,-282,3,1255.0,3,Clients Potentiels
13849.0,-323,2,1537.95,3,Clients Potentiels
13850.0,-245,1,1595.48,3,Clients Potentiels
13851.0,-279,3,2651.46,3,Clients Potentiels
13853.0,-317,1,1090.14,3,Clients Potentiels
13854.0,-366,25,8109.5199999999995,0,Champions
13856.0,-206,3,388.5,1,Clients Fidèles
13858.0,-317,1,216.17,3,Clients Potentiels
13859.0,-48,1,201.16,1,Clients Fidèles
13860.0,-373,4,1245.9,3,Clients Potentiels
13862.0,-356,8,2209.36,3,Clients Potentiels
13863.0,-127,1,305.78,1,Clients Fidèles
13865.0,-316,4,501.56,3,Clients Potentiels
13866.0,-300,1,145.67000000000002,3,Clients Potentiels
13867.0,-343,3,1015.29,3,Clients Potentiels
13868.0,-367,2,3192.54,3,Clients Potentiels
13869.0,-251,4,3104.95,3,Clients Potentiels
13870.0,-372,8,2770.94,3,Clients Potentiels
13871.0,-352,12,6403.25,3,Clients Potentiels
13873.0,-255,3,389.6,3,Clients Potentiels
13874.0,-16,1,540.45,1,Clients Fidèles
13875.0,-321,5,1786.79,3,Clients Potentiels
13876.0,-311,1,122.7,3,Clients Potentiels
13877.0,-288,1,117.24,3,Clients Potentiels
13878.0,-320,1,1281.53,3,Clients Potentiels
13880.0,-353,13,3219.77,3,Clients Potentiels
13881.0,-371,20,17159.52,0,Champions
13882.0,-372,5,1191.13,3,Clients Potentiels
13883.0,-364,5,2674.48,3,Clients Potentiels
13884.0,-367,5,787.6,3,Clients Potentiels
13885.0,-185,2,506.8,1,Clients Fidèles
13886.0,-303,1,243.56,3,Clients Potentiels
13887.0,-170,1,349.55,1,Clients Fidèles
13888.0,-255,2,605.63,3,Clients Potentiels
13889.0,-282,1,416.90000000000003,3,Clients Potentiels
13890.0,-373,10,1883.8100000000002,3,Clients Potentiels
13892.0,-348,4,632.97,3,Clients Potentiels
13893.0,-77,1,821.1,1,Clients Fidèles
13894.0,-351,3,564.62,3,Clients Potentiels
13895.0,-346,4,2593.07,3,Clients Potentiels
13897.0,-324,1,311.16,3,Clients Potentiels
13898.0,-49,1,155.93,1,Clients Fidèles
13899.0,-358,2,388.52,3,Clients Potentiels
13900.0,-191,3,740.95,1,Clients Fidèles
13901.0,-302,5,2867.2,3,Clients Potentiels
13904.0,-337,2,332.64,3,Clients Potentiels
13908.0,-295,4,2369.55,3,Clients Potentiels
13911.0,-317,9,2580.91,3,Clients Potentiels
13914.0,-363,2,626.45,3,Clients Potentiels
13917.0,-325,2,272.04,3,Clients Potentiels
13918.0,-325,2,1212.8400000000001,3,Clients Potentiels
13919.0,-315,2,384.81,3,Clients Potentiels
13922.0,-23,1,172.25,1,Clients Fidèles
13923.0,-321,1,351.13,3,Clients Potentiels
13924.0,-373,6,1838.8500000000001,3,Clients Potentiels
13925.0,-282,3,678.25,3,Clients Potentiels
13926.0,-351,1,223.85000000000002,3,Clients Potentiels
13927.0,-300,1,348.99,3,Clients Potentiels
13928.0,-364,4,464.57,3,Clients Potentiels
13929.0,-205,2,842.65,1,Clients Fidèles
13930.0,-317,2,337.34,3,Clients Potentiels
13931.0,-279,2,1237.53,3,Clients Potentiels
13932.0,-80,1,307.4,1,Clients Fidèles
13933.0,-265,2,608.7900000000001,3,Clients Potentiels
13934.0,-111,1,922.1,1,Clients Fidèles
13936.0,-195,1,376.58,1,Clients Fidèles
13937.0,-205,1,158.85,1,Clients Fidèles
13938.0,-339,1,71.66,3,Clients Potentiels
13939.0,-351,3,568.55,3,Clients Potentiels
13940.0,-357,4,839.14,3,Clients Potentiels
13941.0,-353,5,5112.96,3,Clients Potentiels
13946.0,-295,3,561.5699999999999,3,Clients Potentiels
13947.0,-309,1,90.6,3,Clients Potentiels
13948.0,-14,1,102.0,1,Clients Fidèles
13949.0,-372,6,2427.32,3,Clients Potentiels
13950.0,-363,4,745.06,3,Clients Potentiels
13951.0,-198,3,674.45,1,Clients Fidèles
13952.0,-157,2,3251.071,1,Clients Fidèles
13953.0,-367,7,3515.68,3,Clients Potentiels
13954.0,-373,2,439.92,3,Clients Potentiels
13955.0,-220,2,322.96,1,Clients Fidèles
13956.0,-369,5,1026.42,3,Clients Potentiels
13959.0,-295,3,598.2,3,Clients Potentiels
13960.0,-353,2,230.22,3,Clients Potentiels
13962.0,-353,2,169.55,3,Clients Potentiels
13963.0,-66,4,664.54,1,Clients Fidèles
13967.0,-229,1,80.7,1,Clients Fidèles
13969.0,-367,18,9053.94,0,Champions
13971.0,-356,8,2758.26,3,Clients Potentiels
13972.0,-304,2,190.25,3,Clients Potentiels
13973.0,-87,1,264.7,1,Clients Fidèles
13974.0,-325,1,413.59000000000003,3,Clients Potentiels
13975.0,-343,6,2526.28,3,Clients Potentiels
13976.0,-168,1,357.98,1,Clients Fidèles
13978.0,-360,2,196.79000000000002,3,Clients Potentiels
13979.0,-301,1,869.87,3,Clients Potentiels
13980.0,-314,1,200.14,3,Clients Potentiels
13982.0,-335,4,1871.81,3,Clients Potentiels
13983.0,-345,12,2603.43,3,Clients Potentiels
13984.0,-348,5,920.51,3,Clients Potentiels
13985.0,-370,15,7060.13,0,Champions
13986.0,-357,1,320.46,3,Clients Potentiels
13988.0,-355,6,4147.96,3,Clients Potentiels
13989.0,-309,2,1266.08,3,Clients Potentiels
13990.0,-161,1,311.3,1,Clients Fidèles
13991.0,-362,6,855.97,3,Clients Potentiels
13992.0,-344,1,76.8,3,Clients Potentiels
13993.0,-332,9,3466.36,3,Clients Potentiels
13994.0,-371,6,2313.14,3,Clients Potentiels
13995.0,-359,5,1393.69,3,Clients Potentiels
13999.0,-364,12,3901.81,3,Clients Potentiels
14000.0,-163,1,635.66,1,Clients Fidèles
14001.0,-329,3,2043.0800000000002,3,Clients Potentiels
14002.0,-240,2,529.73,3,Clients Potentiels
14004.0,-331,7,4582.64,3,Clients Potentiels
14005.0,-365,5,2874.72,3,Clients Potentiels
14006.0,-259,3,962.19,3,Clients Potentiels
14009.0,-176,2,695.61,1,Clients Fidèles
14012.0,-97,1,328.8,1,Clients Fidèles
14013.0,-264,3,473.02,3,Clients Potentiels
14014.0,-297,1,505.18,3,Clients Potentiels
14015.0,-322,1,917.34,3,Clients Potentiels
14016.0,-213,4,4341.21,1,Clients Fidèles
14019.0,-328,3,1421.61,3,Clients Potentiels
14020.0,-358,2,642.8,3,Clients Potentiels
14021.0,-219,3,631.9,1,Clients Fidèles
14022.0,-149,1,440.0,1,Clients Fidèles
14023.0,-367,2,584.07,3,Clients Potentiels
14024.0,-253,2,327.7,3,Clients Potentiels
14027.0,-314,1,104.82,3,Clients Potentiels
14029.0,-311,2,467.66,3,Clients Potentiels
14030.0,-356,8,2360.09,3,Clients Potentiels
14031.0,-367,19,17286.86,0,Champions
14032.0,-372,11,2975.59,3,Clients Potentiels
14034.0,-352,3,651.8199999999999,3,Clients Potentiels
14035.0,-346,5,1428.02,3,Clients Potentiels
14036.0,-90,1,626.65,1,Clients Fidèles
14037.0,-198,2,147.20000000000002,1,Clients Fidèles
14038.0,-296,3,1560.38,3,Clients Potentiels
14039.0,-341,1,152.2,3,Clients Potentiels
14040.0,-334,12,3614.92,3,Clients Potentiels
14041.0,-108,1,141.41,1,Clients Fidèles
14044.0,-348,4,652.82,3,Clients Potentiels
14045.0,-265,4,1659.75,3,Clients Potentiels
14046.0,-90,1,154.99,1,Clients Fidèles
14047.0,-366,5,1308.6100000000001,3,Clients Potentiels
14048.0,-69,1,409.93,1,Clients Fidèles
14049.0,-358,4,5681.72,3,Clients Potentiels
14050.0,-343,2,746.36,3,Clients Potentiels
14051.0,-374,23,15610.390000000001,0,Champions
14052.0,-355,1,225.36,3,Clients Potentiels
14053.0,-250,2,260.25,3,Clients Potentiels
14054.0,-309,1,92.46,3,Clients Potentiels
14055.0,-268,1,725.6400000000001,3,Clients Potentiels
14056.0,-373,23,8214.65,0,Champions
14057.0,-351,17,6217.96,0,Champions
14059.0,-108,1,183.6,1,Clients Fidèles
14060.0,-370,19,6140.42,0,Champions
14062.0,-365,12,10464.85,0,Champions
14064.0,-345,5,1353.74,3,Clients Potentiels
14066.0,-108,1,152.55,1,Clients Fidèles
14067.0,-311,2,374.7,3,Clients Potentiels
14068.0,-54,1,265.85,1,Clients Fidèles
14071.0,-371,8,1438.82,3,Clients Potentiels
14073.0,-342,1,151.04,3,Clients Potentiels
14075.0,-370,3,942.26,3,Clients Potentiels
14076.0,-245,1,122.47,3,Clients Potentiels
14077.0,-334,5,499.41999999999996,3,Clients Potentiels
14078.0,-273,6,1049.37,3,Clients Potentiels
14079.0,-250,1,375.1,3,Clients Potentiels
14080.0,-342,1,45.599999999999994,3,Clients Potentiels
14081.0,-72,2,934.52,1,Clients Fidèles
14082.0,-10,1,182.25,1,Clients Fidèles
14083.0,-370,9,1018.43,3,Clients Potentiels
14085.0,-372,18,4448.54,0,Champions
14087.0,-372,1,194.42,3,Clients Potentiels
14088.0,-364,13,50491.81,0,Champions
14089.0,-318,1,161.0,3,Clients Potentiels
14090.0,-50,1,76.32000000000001,1,Clients Fidèles
14092.0,-367,14,4076.91,0,Champions
14093.0,-362,1,442.85,3,Clients Potentiels
14096.0,-370,17,65164.79,0,Champions
14098.0,-338,1,147.35,3,Clients Potentiels
14099.0,-358,11,3104.17,3,Clients Potentiels
14100.0,-237,1,194.9,3,Clients Potentiels
14101.0,-301,6,5976.79,3,Clients Potentiels
14102.0,-369,5,1360.28,3,Clients Potentiels
14104.0,-220,2,216.20999999999998,1,Clients Fidèles
14105.0,-135,1,1266.23,1,Clients Fidèles
14107.0,-323,7,2703.23,3,Clients Potentiels
14108.0,-344,2,597.91,3,Clients Potentiels
14109.0,-302,1,144.2,3,Clients Potentiels
14110.0,-371,12,5683.15,3,Clients Potentiels
14111.0,-360,4,692.85,3,Clients Potentiels
14112.0,-352,7,2915.15,3,Clients Potentiels
14113.0,-371,4,1840.42,3,Clients Potentiels
14114.0,-101,2,386.53,1,Clients Fidèles
14116.0,-355,5,1382.74,3,Clients Potentiels
14117.0,-231,1,90.0,1,Clients Fidèles
14121.0,-371,4,2780.15,3,Clients Potentiels
14124.0,-290,1,419.58000000000004,3,Clients Potentiels
14125.0,-364,3,2740.43,3,Clients Potentiels
14126.0,-367,3,706.1300000000001,3,Clients Potentiels
14127.0,-252,3,709.71,3,Clients Potentiels
14128.0,-314,2,637.5,3,Clients Potentiels
14129.0,-373,4,1123.8600000000001,3,Clients Potentiels
14130.0,-55,1,483.86,1,Clients Fidèles
14132.0,-372,11,3586.0299999999997,3,Clients Potentiels
14133.0,-245,3,605.64,3,Clients Potentiels
14135.0,-373,15,4690.31,0,Champions
14138.0,-373,2,982.3800000000001,3,Clients Potentiels
14139.0,-328,1,415.82,3,Clients Potentiels
14140.0,-371,2,935.05,3,Clients Potentiels
14141.0,-372,4,915.13,3,Clients Potentiels
14142.0,-1,1,311.81,1,Clients Fidèles
14143.0,-241,1,115.8,3,Clients Potentiels
14145.0,-328,4,3742.2,3,Clients Potentiels
14146.0,-366,5,4191.0,3,Clients Potentiels
14147.0,-296,2,483.4,3,Clients Potentiels
14148.0,-141,1,157.2,1,Clients Fidèles
14149.0,-154,1,446.62,1,Clients Fidèles
14150.0,-339,2,658.64,3,Clients Potentiels
14152.0,-299,2,621.29,3,Clients Potentiels
14154.0,-135,2,1345.62,1,Clients Fidèles
14155.0,-108,1,118.75,1,Clients Fidèles
14156.0,-365,54,117379.63,2,Grands Dépenseurs
14157.0,-355,2,432.88,3,Clients Potentiels
14158.0,-334,1,507.66,3,Clients Potentiels
14159.0,-355,11,4693.01,3,Clients Potentiels
14161.0,-159,3,1110.52,1,Clients Fidèles
14162.0,-201,2,289.36,1,Clients Fidèles
14163.0,-287,4,2445.91,3,Clients Potentiels
14164.0,-304,2,1631.77,3,Clients Potentiels
14165.0,-99,1,122.53999999999999,1,Clients Fidèles
14167.0,-335,4,574.84,3,Clients Potentiels
14171.0,-276,1,363.79,3,Clients Potentiels
14173.0,-364,4,450.84,3,Clients Potentiels
14174.0,-341,1,134.46,3,Clients Potentiels
14175.0,-315,3,3222.3,3,Clients Potentiels
14176.0,-77,4,576.9000000000001,1,Clients Fidèles
14177.0,-288,4,559.41,3,Clients Potentiels
14178.0,-366,7,1620.93,3,Clients Potentiels
14179.0,-334,2,719.78,3,Clients Potentiels
14180.0,-364,25,4748.52,0,Champions
14184.0,-308,1,452.89,3,Clients Potentiels
14185.0,-43,1,197.65,1,Clients Fidèles
14188.0,-344,6,2054.36,3,Clients Potentiels
14189.0,-372,15,4654.08,0,Champions
14191.0,-373,13,4684.76,3,Clients Potentiels
14193.0,-307,2,853.39,3,Clients Potentiels
14194.0,-370,20,11349.52,0,Champions
14195.0,-173,2,1012.0,1,Clients Fidèles
14196.0,-268,1,335.52,3,Clients Potentiels
14198.0,-356,4,701.4,3,Clients Potentiels
14199.0,-156,1,185.39999999999998,1,Clients Fidèles
14201.0,-314,7,747.44,3,Clients Potentiels
14204.0,-372,1,161.03,3,Clients Potentiels
14205.0,-358,2,466.7,3,Clients Potentiels
14206.0,-135,1,328.15999999999997,1,Clients Fidèles
14208.0,-280,1,151.74,3,Clients Potentiels
14209.0,-364,6,2073.43,3,Clients Potentiels
14210.0,-269,6,1905.8400000000001,3,Clients Potentiels
14211.0,-321,9,2241.1,3,Clients Potentiels
14212.0,-285,1,1070.48,3,Clients Potentiels
14214.0,-344,5,1004.38,3,Clients Potentiels
14215.0,-363,6,1789.72,3,Clients Potentiels
14216.0,-371,4,1839.3,3,Clients Potentiels
14217.0,-373,17,2004.98,0,Champions
14218.0,-332,1,169.48000000000002,3,Clients Potentiels
14219.0,-370,1,89.94,3,Clients Potentiels
14220.0,-127,2,632.4,1,Clients Fidèles
14221.0,-332,9,3432.8,3,Clients Potentiels
14222.0,-197,1,683.17,1,Clients Fidèles
14223.0,-282,3,991.13,3,Clients Potentiels
14224.0,-264,4,1050.12,3,Clients Potentiels
14226.0,-346,5,2232.19,3,Clients Potentiels
14227.0,-348,8,3350.96,3,Clients Potentiels
14229.0,-323,4,1547.2,3,Clients Potentiels
14231.0,-191,3,925.71,1,Clients Fidèles
14232.0,-332,5,2048.07,3,Clients Potentiels
14233.0,-325,4,1462.72,3,Clients Potentiels
14234.0,-352,4,775.46,3,Clients Potentiels
14235.0,-299,5,3144.86,3,Clients Potentiels
14236.0,-294,2,490.86,3,Clients Potentiels
14237.0,-1,1,161.0,1,Clients Fidèles
14238.0,-48,1,146.85,1,Clients Fidèles
14239.0,-331,11,2380.85,3,Clients Potentiels
14240.0,-344,2,890.34,3,Clients Potentiels
14241.0,-191,1,213.70000000000002,1,Clients Fidèles
14242.0,-140,2,280.55,1,Clients Fidèles
14243.0,-366,10,2588.77,3,Clients Potentiels
14245.0,-155,2,1693.45,1,Clients Fidèles
14246.0,-264,3,1474.06,3,Clients Potentiels
14247.0,-96,1,136.76999999999998,1,Clients Fidèles
14248.0,-56,1,302.58,1,Clients Fidèles
14250.0,-367,3,1904.05,3,Clients Potentiels
14251.0,-373,5,2879.7000000000003,3,Clients Potentiels
14256.0,-114,2,969.0600000000001,1,Clients Fidèles
14257.0,-310,5,3099.7200000000003,3,Clients Potentiels
14258.0,-365,9,12669.98,3,Clients Potentiels
14259.0,-233,1,120.0,3,Clients Potentiels
14261.0,-324,2,1163.45,3,Clients Potentiels
14262.0,-366,8,2618.23,3,Clients Potentiels
14264.0,-220,2,333.97,1,Clients Fidèles
14265.0,-265,2,530.18,3,Clients Potentiels
14267.0,-212,3,1516.24,1,Clients Fidèles
14270.0,-43,1,492.65000000000003,1,Clients Fidèles
14271.0,-149,1,112.32,1,Clients Fidèles
14272.0,-301,2,437.96,3,Clients Potentiels
14273.0,-323,4,559.97,3,Clients Potentiels
14276.0,-276,3,1119.74,3,Clients Potentiels
14277.0,-359,3,4216.2,3,Clients Potentiels
14280.0,-178,1,134.04,1,Clients Fidèles
14282.0,-371,15,3729.34,0,Champions
14284.0,-344,2,595.25,3,Clients Potentiels
14285.0,-353,4,1910.01,3,Clients Potentiels
14286.0,-351,3,4628.75,3,Clients Potentiels
14287.0,-366,3,176.63,3,Clients Potentiels
14288.0,-161,1,426.6,1,Clients Fidèles
14289.0,-366,6,911.26,3,Clients Potentiels
14290.0,-363,5,2314.65,3,Clients Potentiels
14291.0,-373,10,3883.25,3,Clients Potentiels
14292.0,-367,9,4871.93,3,Clients Potentiels
14293.0,-371,4,1046.56,3,Clients Potentiels
14295.0,-334,1,166.20000000000002,3,Clients Potentiels
14297.0,-357,4,1305.33,3,Clients Potentiels
14298.0,-366,44,51527.3,0,Champions
14299.0,-366,9,3965.62,3,Clients Potentiels
14300.0,-356,1,43.2,3,Clients Potentiels
14301.0,-257,1,640.14,3,Clients Potentiels
14304.0,-152,1,383.45,1,Clients Fidèles
14305.0,-303,3,1858.96,3,Clients Potentiels
14306.0,-323,2,2093.32,3,Clients Potentiels
14307.0,-286,6,2995.72,3,Clients Potentiels
14309.0,-366,9,2352.53,3,Clients Potentiels
14311.0,-132,1,310.26,1,Clients Fidèles
14312.0,-328,6,1611.59,3,Clients Potentiels
14314.0,-268,1,120.0,3,Clients Potentiels
14315.0,-330,6,2481.13,3,Clients Potentiels
14317.0,-310,1,508.58000000000004,3,Clients Potentiels
14320.0,-168,2,477.79,1,Clients Fidèles
14321.0,-364,5,1530.75,3,Clients Potentiels
14323.0,-260,2,605.0600000000001,3,Clients Potentiels
14326.0,-132,1,183.85,1,Clients Fidèles
14327.0,-211,1,311.65,1,Clients Fidèles
14329.0,-357,7,5014.84,3,Clients Potentiels
14331.0,-250,2,462.65999999999997,3,Clients Potentiels
14332.0,-352,3,866.31,3,Clients Potentiels
14333.0,-307,1,415.2,3,Clients Potentiels
14334.0,-358,8,2552.21,3,Clients Potentiels
14335.0,-358,2,468.26,3,Clients Potentiels
14336.0,-358,4,1614.91,3,Clients Potentiels
14338.0,-213,2,588.22,1,Clients Fidèles
14339.0,-132,1,309.52,1,Clients Fidèles
14340.0,-156,1,134.7,1,Clients Fidèles
14341.0,-329,7,2182.28,3,Clients Potentiels
14342.0,-353,4,668.5600000000001,3,Clients Potentiels
14344.0,-247,8,889.9300000000001,3,Clients Potentiels
14345.0,-336,1,108.97999999999999,3,Clients Potentiels
14346.0,-254,2,1021.58,3,Clients Potentiels
14348.0,-114,1,409.57,1,Clients Fidèles
14349.0,-364,1,133.5,3,Clients Potentiels
14350.0,-100,1,282.93,1,Clients Fidèles
14351.0,-210,1,51.0,1,Clients Fidèles
14352.0,-217,4,1078.96,1,Clients Fidèles
14353.0,-159,1,90.6,1,Clients Fidèles
14354.0,-369,2,163.62,3,Clients Potentiels
14355.0,-9,1,174.4,1,Clients Fidèles
14356.0,-295,2,701.23,3,Clients Potentiels
14357.0,-331,1,225.77,3,Clients Potentiels
14359.0,-355,3,912.18,3,Clients Potentiels
14360.0,-343,4,2128.23,3,Clients Potentiels
14362.0,-352,1,161.2,3,Clients Potentiels
14364.0,-266,8,3717.35,3,Clients Potentiels
14367.0,-366,16,9261.52,0,Champions
14368.0,-55,1,155.0,1,Clients Fidèles
14371.0,-79,1,100.5,1,Clients Fidèles
14373.0,-16,1,76.55,1,Clients Fidèles
14375.0,-189,1,257.68,1,Clients Fidèles
14377.0,-183,2,617.05,1,Clients Fidèles
14379.0,-330,2,348.1,3,Clients Potentiels
14381.0,-322,1,202.68,3,Clients Potentiels
14382.0,-348,1,626.0699999999999,3,Clients Potentiels
14383.0,-336,3,1247.69,3,Clients Potentiels
14385.0,-365,3,202.11,3,Clients Potentiels
14386.0,-78,1,142.4,1,Clients Fidèles
14387.0,-342,3,1770.56,3,Clients Potentiels
14388.0,-364,8,3212.84,3,Clients Potentiels
14389.0,-309,2,1043.46,3,Clients Potentiels
14390.0,-364,9,4652.82,3,Clients Potentiels
14393.0,-156,1,67.95,1,Clients Fidèles
14395.0,-372,9,3507.71,3,Clients Potentiels
14396.0,-309,2,487.99,3,Clients Potentiels
14397.0,-372,19,2612.96,0,Champions
14400.0,-225,1,574.7,1,Clients Fidèles
14401.0,-370,13,4051.48,3,Clients Potentiels
14403.0,-244,4,1475.81,3,Clients Potentiels
14404.0,-341,6,1474.32,3,Clients Potentiels
14406.0,-255,1,156.75,3,Clients Potentiels
14407.0,-267,6,2157.73,3,Clients Potentiels
14408.0,-364,7,2606.53,3,Clients Potentiels
14409.0,-303,6,2059.4500000000003,3,Clients Potentiels
14410.0,-282,9,1105.07,3,Clients Potentiels
14411.0,-64,1,1063.0,1,Clients Fidèles
14412.0,-332,2,770.03,3,Clients Potentiels
14413.0,-12,1,122.7,1,Clients Fidèles
14414.0,-283,7,1496.98,3,Clients Potentiels
14415.0,-373,13,5900.28,0,Champions
14416.0,-352,2,490.22,3,Clients Potentiels
14418.0,-371,3,1937.25,3,Clients Potentiels
14419.0,-364,6,1058.06,3,Clients Potentiels
14420.0,-275,1,387.52,3,Clients Potentiels
14421.0,-317,2,813.11,3,Clients Potentiels
14422.0,-374,6,4263.64,3,Clients Potentiels
14423.0,-156,1,265.2,1,Clients Fidèles
14424.0,-357,1,322.08,3,Clients Potentiels
14426.0,-351,10,4481.67,3,Clients Potentiels
14427.0,-324,2,363.34000000000003,3,Clients Potentiels
14428.0,-367,5,1244.83,3,Clients Potentiels
14431.0,-72,1,470.36,1,Clients Fidèles
14432.0,-365,6,2255.51,3,Clients Potentiels
14434.0,-353,6,1372.8,3,Clients Potentiels
14436.0,-276,1,89.06,3,Clients Potentiels
14437.0,-9,1,63.0,1,Clients Fidèles
14438.0,-68,1,131.9,1,Clients Fidèles
14439.0,-55,1,2661.24,1,Clients Fidèles
14440.0,-366,5,2357.6800000000003,3,Clients Potentiels
14441.0,-374,4,1712.89,3,Clients Potentiels
14442.0,-170,2,1589.82,1,Clients Fidèles
14443.0,-321,4,1420.2,3,Clients Potentiels
14446.0,-374,4,1039.58,3,Clients Potentiels
14447.0,-356,5,1163.23,3,Clients Potentiels
14448.0,-365,2,375.35,3,Clients Potentiels
14449.0,-356,4,907.1,3,Clients Potentiels
14450.0,-194,3,483.25,1,Clients Fidèles
14451.0,-314,2,662.59,3,Clients Potentiels
14452.0,-364,2,264.44,3,Clients Potentiels
14453.0,-184,1,119.93,1,Clients Fidèles
14456.0,-369,9,3062.4,3,Clients Potentiels
14457.0,-64,1,113.64,1,Clients Fidèles
14459.0,-219,1,1837.92,1,Clients Fidèles
14460.0,-264,3,434.34,3,Clients Potentiels
14461.0,-226,3,2103.06,1,Clients Fidèles
14462.0,-308,11,2004.02,3,Clients Potentiels
14463.0,-276,3,529.62,3,Clients Potentiels
14465.0,-128,3,1058.6200000000001,1,Clients Fidèles
14466.0,-345,7,2272.4,3,Clients Potentiels
14467.0,-357,4,598.76,3,Clients Potentiels
14470.0,-363,2,461.19,3,Clients Potentiels
14472.0,-271,8,1936.84,3,Clients Potentiels
14473.0,-300,2,234.34000000000003,3,Clients Potentiels
14474.0,-328,1,547.66,3,Clients Potentiels
14475.0,-303,3,925.85,3,Clients Potentiels
14476.0,-117,1,215.7,1,Clients Fidèles
14477.0,-355,4,1309.6,3,Clients Potentiels
14479.0,-121,2,316.25,1,Clients Fidèles
14480.0,-363,1,279.05,3,Clients Potentiels
14481.0,-210,2,636.51,1,Clients Fidèles
14482.0,-356,6,2068.15,3,Clients Potentiels
14483.0,-93,1,137.1,1,Clients Fidèles
14484.0,-324,1,321.92,3,Clients Potentiels
14485.0,-336,1,165.75,3,Clients Potentiels
14487.0,-348,6,1196.33,3,Clients Potentiels
14488.0,-307,1,1064.28,3,Clients Potentiels
14489.0,-167,1,463.38,1,Clients Fidèles
14491.0,-199,2,340.93,1,Clients Fidèles
14493.0,-367,5,2383.2400000000002,3,Clients Potentiels
14494.0,-349,1,139.56,3,Clients Potentiels
14495.0,-324,2,123.8,3,Clients Potentiels
14496.0,-63,2,538.8100000000001,1,Clients Fidèles
14497.0,-65,1,475.37,1,Clients Fidèles
14498.0,-332,5,1957.32,3,Clients Potentiels
14499.0,-348,3,815.32,3,Clients Potentiels
14500.0,-286,3,356.85,3,Clients Potentiels
14501.0,-191,2,251.21,1,Clients Fidèles
14502.0,-355,11,2470.67,3,Clients Potentiels
14503.0,-371,6,3543.26,3,Clients Potentiels
14504.0,-327,4,673.26,3,Clients Potentiels
14505.0,-357,8,5905.64,3,Clients Potentiels
14506.0,-357,5,2012.17,3,Clients Potentiels
14507.0,-351,6,1383.18,3,Clients Potentiels
14508.0,-352,2,276.42,3,Clients Potentiels
14511.0,-363,5,1314.81,3,Clients Potentiels
14512.0,-187,2,275.28,1,Clients Fidèles
14513.0,-274,3,455.59000000000003,3,Clients Potentiels
14514.0,-313,4,1055.35,3,Clients Potentiels
14515.0,-357,6,2102.09,3,Clients Potentiels
14517.0,-341,2,330.45,3,Clients Potentiels
14518.0,-310,1,174.37,3,Clients Potentiels
14520.0,-373,2,270.6,3,Clients Potentiels
14522.0,-350,4,974.54,3,Clients Potentiels
14523.0,-266,1,241.09,3,Clients Potentiels
14524.0,-343,9,1867.68,3,Clients Potentiels
14525.0,-355,9,4332.2,3,Clients Potentiels
14527.0,-372,55,8508.82,0,Champions
14528.0,-337,1,364.21999999999997,3,Clients Potentiels
14529.0,-314,3,620.04,3,Clients Potentiels
14530.0,-349,6,2925.91,3,Clients Potentiels
14532.0,-138,4,932.85,1,Clients Fidèles
14533.0,-350,7,1949.72,3,Clients Potentiels
14534.0,-372,18,4447.05,0,Champions
14535.0,-314,3,2864.19,3,Clients Potentiels
14536.0,-115,1,171.8,1,Clients Fidèles
14537.0,-317,1,355.56,3,Clients Potentiels
14538.0,-310,2,388.25,3,Clients Potentiels
14539.0,-359,2,537.48,3,Clients Potentiels
14540.0,-365,3,996.26,3,Clients Potentiels
14541.0,-316,8,1461.65,3,Clients Potentiels
14542.0,-189,1,103.25,1,Clients Fidèles
14543.0,-346,16,3630.33,0,Champions
14544.0,-350,2,2024.45,3,Clients Potentiels
